EA,Round,Tier,Enemy,Generation,Individual,Fitness,Player Health,Enemy Health,Time
1,6,2,2-8-1-7-3-6-4-5,0,0,-6.666898177854071,-11.561402960228815,100.0,161.5025303773336
1,6,2,2-8-1-7-3-6-4-5,0,1,-1.3983406890211185,-14.477784906770435,14.379807976820196,33.27383555829152
1,6,2,2-8-1-7-3-6-4-5,0,2,1.885228368358419,-15.133551605193695,10.495399032747237,58.96225948051284
1,6,2,2-8-1-7-3-6-4-5,0,3,0.19953813230467432,-13.541860792401284,13.76953602070131,93.58898206015488
1,6,2,2-8-1-7-3-6-4-5,0,4,-6.069495949855746,-15.615883927656572,25.167038692329804,31.287707730117404
1,6,2,2-8-1-7-3-6-4-5,0,5,-0.18736767669648202,-14.088412587376084,15.94875162046673,72.8203826622464
1,6,2,2-8-1-7-3-6-4-5,0,6,-5.7326555146037705,-14.869644993926045,14.561089906705831,22.820397289891048
1,6,2,2-8-1-7-3-6-4-5,0,7,-7.4218890581572685,0.0,95.44281086116926,160.14249844105348
1,6,2,2-8-1-7-3-6-4-5,0,8,4.65230120121435,-13.747367303134663,8.30327578159141,72.1352204812946
1,6,2,2-8-1-7-3-6-4-5,0,9,-7.531758593969077,0.0,77.75255128608411,150.833119109003
1,6,2,2-8-1-7-3-6-4-5,0,10,13.048823193906273,-8.987175269905073,13.486643944797109,133.94178071268763
1,6,2,2-8-1-7-3-6-4-5,0,11,-7.852761325845229,-13.860729077910126,25.364618668039782,35.42314793356928
1,6,2,2-8-1-7-3-6-4-5,0,12,-5.95559266481636,0.0,100.0,152.28985777680145
1,6,2,2-8-1-7-3-6-4-5,0,13,-4.441069618816101,-14.614779443015458,18.926169194815024,39.640202368754615
1,6,2,2-8-1-7-3-6-4-5,0,14,-6.112867723979938,0.0,100.0,110.8151680755476
1,6,2,2-8-1-7-3-6-4-5,0,15,-6.628048136057058,-13.536304533506325,100.0,101.03381023098461
1,6,2,2-8-1-7-3-6-4-5,0,16,-6.754184927288478,-11.314540263569125,100.0,128.19304223429845
1,6,2,2-8-1-7-3-6-4-5,0,17,9.170390451213478,-8.677067681809058,13.95147273231236,150.63585199345277
1,6,2,2-8-1-7-3-6-4-5,0,18,-6.49556216269408,-12.548853746867572,100.0,80.6783847062697
1,6,2,2-8-1-7-3-6-4-5,0,19,-2.994121602352905,-14.869644993926045,23.257653858252326,12.978022212376231
1,6,2,2-8-1-7-3-6-4-5,0,20,-5.743459929479825,-8.65325455423486,100.0,4.022269081658635
1,6,2,2-8-1-7-3-6-4-5,0,21,-9.837117665597582,-17.609539028391147,43.7760529792955,107.65972696543609
1,6,2,2-8-1-7-3-6-4-5,0,22,-3.4504239093291886,-15.133551605193695,22.919007564521685,42.592415204052884
1,6,2,2-8-1-7-3-6-4-5,0,23,-4.162684815403327,-10.327089476930372,90.0,156.11328684395443
1,6,2,2-8-1-7-3-6-4-5,0,24,24.92926403518588,-7.657194697227808,3.7750100080080102,138.8694150705897
1,6,2,2-8-1-7-3-6-4-5,0,25,22.714352892894887,-11.962244955249018,11.715728752538098,147.0345970539159
1,6,2,2-8-1-7-3-6-4-5,0,26,26.548273934635155,-11.856027159910532,8.439255673391266,183.14892197807058
1,6,2,2-8-1-7-3-6-4-5,0,27,25.052789891251017,-12.151577733524583,9.326430826038386,163.5425288099251
1,6,2,2-8-1-7-3-6-4-5,0,28,27.479765976296605,-11.066414272283147,6.277186767309857,90.83553400012437
1,6,2,2-8-1-7-3-6-4-5,0,29,17.4223589255268,-15.223199627347462,23.53219874770998,133.5627493864319
1,6,2,2-8-1-7-3-6-4-5,0,30,24.48306351923335,-9.638883827014393,3.3772233983162074,191.56920725111559
1,6,2,2-8-1-7-3-6-4-5,0,31,17.350662469649357,-11.947821118642892,13.361885547141956,153.24429612794864
